date,action,ticker,price,score,reason
2023-01-01,BUY,MYCR.ST,93.39917755126953,117.5,
2023-01-01,BUY,SWED-A.ST,143.40469360351562,107.2,
2023-01-01,BUY,BETS-B.ST,78.06475830078125,104.7,
2023-01-01,BUY,ATCO-B.ST,104.97843933105469,100.9,
2023-01-01,BUY,NDA-SE.ST,109.36125946044922,98.4,
2023-01-01,BUY,ATCO-A.ST,117.07801055908203,98.0,
2023-01-01,BUY,LAGR-B.ST,99.84652709960938,97.2,
2023-01-01,BUY,SHB-A.ST,76.44580841064453,96.4,
2023-01-01,BUY,ABB.ST,314.34552001953125,95.4,
2023-01-01,BUY,HPOL-B.ST,97.71051788330078,93.7,
2023-01-01,BUY,AZN.ST,1396.7420654296875,92.8,
2023-01-01,BUY,HANZA.ST,49.19322967529297,91.6,
2023-01-01,BUY,VOLV-A.ST,164.14088439941406,91.2,
2023-01-01,BUY,BOOZT.ST,120.30000305175781,90.8,
2023-01-01,BUY,ATRLJ-B.ST,31.87123680114746,90.3,
2023-01-01,BUY,EPI-B.ST,157.94598388671875,88.9,
2023-01-01,BUY,SEB-A.ST,97.31303405761719,88.4,
2023-01-01,BUY,VOLV-B.ST,155.73333740234375,88.1,
2023-01-01,BUY,IVSO.ST,162.1514434814453,86.1,
2023-01-01,BUY,ALFA.ST,285.383544921875,85.8,
2023-01-01,BUY,SAAB-B.ST,100.68406677246094,85.8,
2023-01-01,BUY,EVO.ST,1007.5428466796875,84.3,
2023-01-01,BUY,ESSITY-B.ST,250.77243041992188,84.1,
2023-01-01,BUY,AAK.ST,169.75743103027344,79.8,
2023-01-01,BUY,SSAB-B.ST,42.50137710571289,78.9,
2023-01-01,BUY,SAND.ST,174.38250732421875,78.6,
2023-01-01,BUY,SSAB-A.ST,44.770050048828125,78.0,
2023-01-01,BUY,INVE-B.ST,178.43316650390625,77.0,
2023-01-01,BUY,TREL-B.ST,225.99185180664062,76.8,
2023-01-01,BUY,INDU-C.ST,235.3651580810547,76.6,
2023-01-01,BUY,ANOD-B.ST,95.489501953125,76.4,
2023-01-01,BUY,INDU-A.ST,235.80934143066406,74.0,
2023-01-01,BUY,BOL.ST,355.65777587890625,72.9,
2023-01-01,BUY,SINCH.ST,38.22999954223633,70.6,
2023-01-01,BUY,NIBE-B.ST,94.86136627197266,67.1,
2023-01-01,BUY,SAGA-A.ST,229.57150268554688,66.7,
2023-01-01,BUY,SECU-B.ST,78.38971710205078,63.6,
2023-01-01,BUY,ELUX-B.ST,140.77999877929688,49.4,
2023-01-01,BUY,DUNI.ST,76.03263854980469,26.1,
2023-01-08,SELL,NIBE-B.ST,93.74765014648438,,Not in top stocks
2023-01-08,BUY,BEIJ-B.ST,140.04269409179688,69.1,
2023-01-08,BUY,SKF-B.ST,157.70179748535156,68.1,
2023-01-15,SELL,IVSO.ST,173.38185119628906,,Not in top stocks
2023-01-15,SELL,DUNI.ST,79.38443756103516,,Not in top stocks
2023-01-15,SELL,BEIJ-B.ST,148.79537963867188,,Not in top stocks
2023-01-15,BUY,NIBE-B.ST,103.01885986328125,88.9,
2023-01-15,BUY,NOTE.ST,199.97508239746094,83.1,
2023-01-15,BUY,WIHL.ST,77.33235931396484,76.1,
2023-01-22,SELL,ELUX-B.ST,150.39999389648438,,Not in top stocks
2023-01-22,BUY,IVSO.ST,173.57888793945312,88.6,
