date,action,ticker,price,score,reason
2023-01-01,BUY,MYCR.ST,93.39917755126953,117.5,
2023-01-01,BUY,SWED-A.ST,143.40469360351562,107.2,
2023-01-01,BUY,BETS-B.ST,78.06475067138672,104.7,
2023-01-01,BUY,ATCO-B.ST,104.97843170166016,100.9,
2023-01-01,BUY,NDA-SE.ST,109.36125183105469,98.4,
2023-01-01,BUY,ATCO-A.ST,117.07801055908203,98.0,
2023-01-01,BUY,LAGR-B.ST,99.8465347290039,97.2,
2023-01-01,BUY,SHB-A.ST,76.44581604003906,96.4,
2023-01-01,BUY,ABB.ST,314.34552001953125,95.4,
2023-01-01,BUY,HPOL-B.ST,97.71052551269531,93.7,
2023-01-01,BUY,AZN.ST,1396.741943359375,92.8,
2023-01-01,BUY,HANZA.ST,49.193233489990234,91.6,
2023-01-01,BUY,VOLV-A.ST,164.1409149169922,91.2,
2023-01-01,BUY,BOOZT.ST,120.30000305175781,90.8,
2023-01-01,BUY,ATRLJ-B.ST,31.871232986450195,90.3,
2023-01-01,BUY,EPI-B.ST,157.94598388671875,88.9,
2023-01-01,BUY,SEB-A.ST,97.31304168701172,88.4,
2023-01-01,BUY,VOLV-B.ST,155.7333526611328,88.1,
2023-01-01,BUY,IVSO.ST,162.15145874023438,86.1,
2023-01-01,BUY,ALFA.ST,285.3835144042969,85.8,
2023-01-01,BUY,SAAB-B.ST,100.68406677246094,85.8,
2023-01-01,BUY,EVO.ST,1007.5428466796875,84.3,
2023-01-01,BUY,ESSITY-B.ST,250.77244567871094,84.1,
2023-01-01,BUY,AAK.ST,169.75743103027344,79.8,
2023-01-01,BUY,SSAB-B.ST,42.50137710571289,78.9,
2023-01-01,BUY,SAND.ST,174.38250732421875,78.6,
2023-01-01,BUY,SSAB-A.ST,44.77005386352539,78.0,
2023-01-01,BUY,INVE-B.ST,178.4331817626953,77.0,
2023-01-01,BUY,TREL-B.ST,225.99183654785156,76.8,
2023-01-01,BUY,INDU-C.ST,235.3651580810547,76.6,
2023-01-01,BUY,ANOD-B.ST,95.489501953125,76.4,
2023-01-01,BUY,INDU-A.ST,235.80934143066406,74.0,
2023-01-01,BUY,BOL.ST,355.65777587890625,72.9,
2023-01-01,BUY,SINCH.ST,38.22999954223633,70.6,
2023-01-01,BUY,NIBE-B.ST,94.86136627197266,67.1,
2023-01-01,BUY,SAGA-A.ST,229.57150268554688,66.7,
2023-01-01,BUY,SECU-B.ST,78.38971710205078,63.6,
2023-01-01,BUY,ELUX-B.ST,140.77999877929688,49.4,
2023-01-01,BUY,DUNI.ST,76.03263854980469,26.1,
2023-01-08,BUY,BEIJ-B.ST,140.04269409179688,69.1,
2023-01-08,BUY,SKF-B.ST,157.7017822265625,68.1,
2023-01-08,BUY,NOTE.ST,183.390380859375,55.2,
2023-01-08,BUY,HM-B.ST,112.06839752197266,53.9,
2023-01-08,BUY,SKA-B.ST,152.13758850097656,52.3,
2023-01-08,BUY,DOM.ST,68.25880432128906,47.5,
2023-01-08,BUY,DIOS.ST,73.11697387695312,47.0,
2023-01-08,BUY,WIHL.ST,72.79396057128906,46.1,
2023-01-08,BUY,LUND-B.ST,439.13507080078125,35.6,
2023-01-15,BUY,CATE.ST,412.4318542480469,64.1,
2023-01-15,BUY,HUSQ-B.ST,74.44766998291016,63.6,
